name,price,reviews,reviewScore,copiesSold,publishers,avg_publisher_copies,year,season,years_since_release,popularity,Action,Adventure,Casual,Early Access,Free to Play,Indie,Massively Multiplayer,RPG,Racing,Simulation,Sports,Strategy
Cooking Live - Italian Kitchen Simulator,0.0,1422,74,158280,Matryoshka,158280.0,2023,Winter,1,1,0,0,1,0,1,0,0,0,0,1,0,0
Turbo Pug,1.99,3345,91,151344,Back To Basics Gaming,151344.0,2015,Fall,9,1,0,0,1,0,0,1,0,0,0,0,0,0
Rock 'N' Roll Defense,0.99,2321,87,155321,NukGames,159759.25,2016,Summer,8,1,1,1,1,0,0,0,0,0,0,0,0,1
AdVenture Communist,0.0,4602,66,786644,Hyper Hippo Games,1546001.5,2016,Summer,8,4,0,0,1,1,1,1,0,0,0,1,0,1
Oik 2,0.99,1267,93,120948,Crew Lab,117378.5,2017,Spring,7,1,0,0,1,0,0,1,0,0,0,0,0,0
Oik,0.99,1603,90,113809,Crew Lab,117378.5,2017,Winter,7,1,0,0,1,0,0,1,0,0,0,0,0,0
Battlerite Royale,0.0,8194,74,842153,Stunlock Studios,2891558.5,2019,Winter,5,4,1,0,0,0,1,0,1,0,0,0,0,0
My Name is Mayo,0.99,2794,84,112690,Green Lava Studios,112690.0,2016,Winter,8,1,0,0,1,0,0,0,0,0,0,1,0,0
Learn to Fly 3,0.0,9347,94,1329719,Light Bringer Games inc.,1329719.0,2017,Spring,7,4,1,1,1,0,1,1,0,0,0,1,0,1
Unfortunate Spacemen,0.0,7402,87,1007023,"Deep Field Games, New Blood Interactive",1007023.0,2020,Summer,4,4,1,0,0,0,1,1,0,0,0,0,0,1
Camera Obscura,1.99,1523,73,199351,"Anteater Games, BindleBot",199351.0,2015,Winter,9,2,1,1,0,0,0,1,0,0,0,0,0,1
Fear Surrounds,0.0,10236,87,378651,Yooreka Studio,378651.0,2021,Fall,3,3,0,0,1,0,1,1,0,1,0,0,0,0
Knightfall: A Daring Journey,0.0,6654,90,396936,Landfall,3222581.8333333335,2022,Spring,2,3,1,0,0,0,1,1,0,0,1,0,0,0
Suits: A Business RPG,0.99,912,88,128401,Technomancy Studios,128401.0,2016,Winter,8,1,1,1,0,0,0,1,0,1,0,0,0,0
"Planes, Bullets and Vodka",0.99,1647,85,149640,NukGames,159759.25,2016,Summer,8,1,1,0,1,0,0,1,0,0,0,0,0,0
Sword With Sauce,0.0,6000,85,337858,Diatomic Games,337858.0,2018,Spring,6,3,1,0,1,0,1,0,0,0,0,0,0,0
Achievement Clicker,0.99,2623,82,141212,MGG Studio,141212.0,2017,Fall,7,1,1,1,1,0,0,1,0,0,0,1,0,1
Lost Lands: Mahjong,0.0,5183,92,101465,FIVE-BN GAMES,112585.0,2016,Spring,8,1,0,1,1,0,1,0,0,0,0,0,0,0
Supraball,0.0,3239,77,781988,Supra Games,602785.0,2019,Winter,5,4,1,0,1,0,1,1,0,0,0,0,1,0
Barro,4.99,4349,79,128392,SC Jogos,185248.75,2018,Spring,6,1,0,0,1,0,0,1,0,0,1,0,0,0
Razortron 2000,0.99,1729,86,132754,NukGames,159759.25,2016,Summer,8,1,0,0,1,0,0,1,0,0,1,0,0,0
家有大貓 Nekojishi,0.0,4105,93,180286,"Studio Klondike, Orange Juice Dog",180286.0,2017,Fall,7,2,0,0,0,0,1,1,0,0,0,0,0,0
Soda Dungeon 2,0.0,5234,95,452477,Armor Games Studios,326173.3333333333,2020,Summer,4,3,0,0,1,0,1,1,0,1,0,0,0,0
Sixtieth Kilometer,4.99,1599,78,113834,KishMish Games,150167.5,2016,Summer,8,1,0,1,1,0,0,1,0,0,0,0,0,0
Gear Up,0.0,8415,75,1648505,Doctor Entertainment AB,1648505.0,2015,Winter,9,4,1,0,0,0,1,1,0,0,0,0,0,0
The Lord of the Rings: Journeys in Middle-earth,0.0,767,91,105773,Fantasy Flight Games,152920.0,2019,Spring,5,1,0,1,0,0,0,0,0,1,0,0,0,1
Pretty Angel,0.99,3418,92,112581,GirlGames,136240.66666666666,2019,Winter,5,1,0,0,1,0,0,1,0,1,0,1,0,0
Helltaker,0.0,119213,98,4547223,vanripper,4547223.0,2020,Spring,4,4,0,1,0,0,1,1,0,0,0,0,0,0
Once in Yaissor,0.99,1153,85,105148,Valera Entertainment,105148.0,2016,Fall,8,1,0,1,0,0,0,1,0,0,0,0,0,0
BRAIN / OUT,0.0,15445,82,1216634,Desertkun,1216634.0,2017,Winter,7,4,1,0,0,0,1,1,1,0,0,0,0,0
War Trigger 2,0.0,906,55,198256,"Rocketeer Games Studio, LLC",671862.5,2017,Fall,7,2,1,1,0,0,1,1,0,0,0,1,0,0
Doki Doki Literature Club!,0.0,200269,97,6109291,Team Salvato,6109291.0,2017,Fall,7,4,0,0,1,0,1,1,0,0,0,0,0,0
Darwin Project,0.0,18447,81,2734843,Scavengers Studio,2734843.0,2020,Winter,4,4,1,0,0,0,1,1,0,0,0,0,0,0
The Deed,0.99,2836,90,124590,"GrabTheGames, WhisperGames, TheGamesFortress",124590.0,2015,Fall,9,1,0,1,0,0,0,0,0,1,0,0,0,0
Barro Racing,4.99,830,85,124801,SC Jogos,185248.75,2020,Fall,4,1,0,0,1,0,0,1,0,0,1,0,0,0
Coloring Game 4,0.0,1752,94,154473,L. Stotch,202050.16666666666,2021,Summer,3,1,0,0,1,0,1,1,0,0,0,0,0,0
Touhou Big Big Battle,0.0,4001,80,598325,MyACG Studio,363885.5,2018,Fall,6,3,1,1,1,0,1,1,1,1,0,1,0,1
Spooky's Jump Scare Mansion,0.0,14547,93,1162975,Lag Studios,1162975.0,2015,Summer,9,4,1,1,0,0,1,1,0,0,0,0,0,0
Maelstrom,0.0,2484,83,156431,Double Jump Publishing,156431.0,2019,Fall,5,1,1,1,0,0,1,1,1,0,0,1,0,1
Cats Hidden in Paris,0.0,15986,99,609420,Travellin Cats,442185.5,2023,Summer,1,3,0,0,1,0,1,1,0,0,0,0,0,0
Zombidle : REMONSTERED,0.0,1693,86,219260,Berzerk Studio,299367.5,2017,Spring,7,2,0,0,1,0,1,1,0,0,0,0,0,1
Professional Fishing,0.0,3749,77,548262,Ultimate Games S.A.,344710.6666666667,2018,Fall,6,3,1,0,1,0,1,0,1,0,0,1,1,0
Propagation VR,0.0,5276,95,614491,WanadevStudio,396289.5,2020,Fall,4,3,1,0,0,0,0,0,0,0,0,0,0,0
Idle Spiral,0.0,1589,82,263857,"Idle System, Inc.",163130.33333333334,2022,Spring,2,2,0,0,1,0,1,1,0,0,0,1,0,1
Office Battle,0.99,931,75,108896,Black Lime Studio,108896.0,2015,Winter,9,1,1,0,0,0,0,1,0,0,0,0,0,0
Sneak Out,0.0,2950,52,193003,Kinguin,193003.0,2024,Summer,0,2,1,1,1,0,1,1,0,0,0,0,0,1
Puzzle Together Multiplayer Jigsaw Puzzles,0.0,4090,87,744545,IronZog,744545.0,2020,Winter,4,4,0,0,1,0,1,1,0,0,0,0,0,0
METAL SLUG DEFENSE,0.0,2003,55,203828,SNK CORPORATION,282794.8,2015,Spring,9,2,1,0,0,0,1,0,0,0,0,0,0,0
Coloring Game,0.0,3859,93,376052,L. Stotch,202050.16666666666,2019,Spring,5,3,0,0,1,0,1,1,0,0,0,0,0,0
Soda Dungeon,0.0,6050,94,656975,Armor Games Studios,326173.3333333333,2017,Winter,7,3,0,0,1,0,1,0,0,1,0,0,0,0
Inferna,0.0,2088,62,142389,INFERNA LIMITED,142389.0,2019,Winter,5,1,0,0,0,1,0,1,1,1,0,0,0,0
Soccer Manager 2021,0.0,2067,74,196319,Invincibles Studio Ltd,196319.0,2020,Winter,4,2,0,0,0,0,1,0,0,0,0,0,1,0
hexceed,0.0,2322,90,145025,ToastieLabs,201128.66666666666,2021,Winter,3,1,0,0,1,0,1,1,0,0,0,0,0,0
Never Split the Party,0.0,4289,77,763850,Legend Studio,763850.0,2019,Spring,5,4,1,1,0,0,1,1,0,1,0,1,0,0
Holyday City: Reloaded,0.0,1556,82,169430,Holyday Studios,220920.66666666666,2018,Spring,6,2,0,0,1,0,1,1,0,0,0,1,0,1
Home Sweet Home : Survive,0.0,8328,56,236133,Shift Now,236133.0,2021,Spring,3,2,1,0,0,1,0,1,0,0,0,0,0,1
Idle Monster TD,0.0,782,72,111165,Swell Games LLC,111165.0,2021,Summer,3,1,0,0,1,0,1,1,0,0,0,0,0,1
Champions of Regnum,0.0,1158,67,103144,Nimble Giant Entertainment,103144.0,2013,Winter,11,1,0,0,0,0,1,1,1,1,0,0,0,0
Crafting Idle Clicker,0.0,698,49,125706,Bling Bling Games GmbH,125706.0,2020,Summer,4,1,0,0,1,0,1,1,0,0,0,1,0,1
Tap Tap Infinity,0.0,922,75,211914,Scary Bee LLC,161068.0,2015,Summer,9,2,1,0,1,0,1,1,0,1,0,0,0,0
Chicken Invaders Universe,0.0,3252,92,444560,InterAction studios,444560.0,2022,Winter,2,3,1,0,1,0,1,1,1,0,0,0,0,0
Sakura Clicker,0.0,14682,84,1151973,Winged Cloud,401689.8,2015,Summer,9,4,0,0,1,0,1,1,0,0,0,0,0,0
Trophy Fishing 2,0.0,1044,72,281387,Overgroup,281387.0,2017,Summer,7,2,0,0,0,0,1,0,0,0,0,1,1,0
Line of Sight,0.0,9096,59,1854205,BlackSpot Entertainment,1854205.0,2017,Winter,7,4,1,0,0,0,1,1,1,0,0,0,0,0
Bombix,0.0,1424,69,142048,Pragmatix Ltd,294673.5,2018,Spring,6,1,1,0,0,0,0,0,0,1,0,0,0,1
Expedition Agartha,0.0,1635,66,108769,"Wandering Wizard, Snail Games USA",151135.0,2023,Fall,1,1,1,1,0,0,1,1,0,1,0,0,0,0
100 Asian Cats,0.0,5738,97,860666,100 Cozy Games,448654.3,2023,Winter,1,4,1,1,1,0,1,1,0,1,0,1,1,1
Pool Nation FX Lite,0.0,2186,71,581340,Cherry Pop Games,400329.5,2015,Winter,9,3,0,0,1,0,1,1,0,0,0,1,1,1
Ninja Kiwi Archive,0.0,5130,94,797356,Ninja Kiwi,2025844.125,2020,Summer,4,4,1,0,1,0,0,0,0,0,0,0,0,1
XERA: Survival,0.0,7549,67,737700,Spotted Kiwi Interactive,737700.0,2021,Fall,3,4,1,1,0,0,1,1,1,0,0,1,0,1
Idle Research,0.0,1486,85,228185,Considera Core LLC,228185.0,2022,Summer,2,2,0,1,1,1,1,1,0,0,0,1,0,1
SpellForce 3 Versus Edition,0.0,1401,76,327398,THQ Nordic,419189.89130434784,2020,Fall,4,3,0,0,0,0,1,0,0,1,0,0,0,1
ChuSingura46+1 S,0.0,992,87,144972,NextNinja,144972.0,2016,Summer,8,1,0,1,0,0,1,0,0,0,0,0,0,0
Chill Corner,0.0,9008,91,847793,Low-Hi Tech,847793.0,2021,Winter,3,4,0,0,1,0,1,1,0,0,0,1,0,0
WARMODE,0.0,16736,62,1896731,Novalink,1833295.6666666667,2019,Fall,5,4,1,0,0,0,1,0,0,0,0,0,0,0
Street Fighter X Tekken,0.0,2280,55,217692,"Capcom U.S.A., Inc.",217692.0,2012,Spring,12,2,1,0,0,0,0,0,0,0,0,0,0,0
Industry Idle,0.0,1253,78,196466,Fish Pond Studio,196466.0,2021,Spring,3,2,0,0,0,1,1,1,0,0,0,1,0,1
Incremental Cubes,0.0,882,70,105221,"Idle System, Inc.",163130.33333333334,2021,Fall,3,1,0,0,0,0,1,0,0,1,0,1,0,0
Greed of Man,0.0,2017,24,127776,NIK,127776.0,2023,Summer,1,1,1,1,0,1,0,1,1,1,0,1,0,0
Dead Maze,0.0,4628,75,668706,Atelier 801,1861972.0,2018,Winter,6,3,1,0,0,0,1,0,1,0,0,0,0,0
Swarm Simulator: Evolution,0.0,519,78,110222,Scary Bee LLC,161068.0,2019,Winter,5,1,0,0,1,0,1,1,0,1,0,1,0,0
BATTALION: Legacy,0.0,16563,59,646339,BULKHEAD,472268.0,2019,Spring,5,3,1,0,0,0,1,0,0,0,0,0,0,0
FPV SkyDive : FPV Drone Simulator,0.0,1510,81,159160,ORQA,159160.0,2021,Spring,3,1,0,1,1,0,1,0,0,0,1,1,1,0
Gene Shift Auto,0.0,2371,82,2288356,Nik Nak Studios,2288356.0,2017,Spring,7,4,1,0,0,1,1,1,0,0,0,0,0,0
Eden Rising,0.0,1434,65,211662,The Wall Productions Inc.,211662.0,2019,Spring,5,2,1,1,0,0,0,1,0,0,0,0,0,1
Infinitode 2 - Infinite Tower Defense,0.0,3111,93,486471,Prineside,486471.0,2021,Spring,3,3,0,0,0,0,1,1,0,0,0,0,0,1
Redmatch 2,0.0,14778,94,1407867,Rugbug Redfern,1407867.0,2021,Summer,3,4,1,0,0,0,1,1,0,0,0,0,0,0
Fantasy Strike,0.0,2025,63,141143,Sirlin Games,141143.0,2019,Summer,5,1,1,0,1,0,1,1,0,0,0,0,0,0
The Pirate: Plague of the Dead,0.0,575,77,140749,Home Net Games,339596.5,2017,Fall,7,1,1,1,0,0,1,1,0,0,0,1,0,1
Warplanes: WW2 Dogfight,0.0,1548,86,223723,Home Net Games,339596.5,2019,Spring,5,2,1,0,0,0,1,1,0,0,0,0,0,0
Incremental Adventures,0.0,726,79,113232,Gniller,113232.0,2020,Summer,4,1,0,0,1,0,1,1,0,1,0,0,0,0
Roller Champions™,0.0,708,71,157801,Ubisoft,914871.4875,2022,Winter,2,1,0,0,0,0,1,0,0,0,0,0,1,0
Island Saver,0.0,3275,96,121747,National Westminster Bank plc,121747.0,2020,Spring,4,1,1,1,0,0,1,0,0,0,0,0,0,0
Doodle God Blitz,0.0,770,68,137822,JoyBits Ltd.,126700.0,2017,Fall,7,1,0,0,1,0,1,1,0,0,0,1,0,0
Castle Clicker : Idle City Tycoon,0.0,669,68,141951,Autotelic Games LLC,141951.0,2017,Fall,7,1,0,0,1,0,1,1,0,0,0,1,0,1
英雄黄昏-文字三国志&曹贼模拟器,0.0,2893,98,111579,三国迷.隐隐狗,111579.0,2021,Fall,3,1,0,0,0,0,1,1,0,1,0,1,0,1
KUBOOM,0.0,3602,58,435884,nobodyshot,435884.0,2016,Fall,8,3,1,1,0,0,1,1,1,0,0,0,0,0
Metal War Online: Retribution,0.0,1023,58,271197,GDT Limited,271197.0,2015,Winter,9,2,1,0,0,1,1,0,1,0,1,0,0,0
World Boss,0.0,3490,68,365568,PlaySide,305230.0,2023,Summer,1,3,1,0,0,0,1,0,0,0,0,0,0,0
Aberoth,0.0,1424,64,123952,Jarbit,123952.0,2015,Summer,9,1,1,1,0,0,1,1,1,1,0,0,0,0
CHKN,0.0,1529,79,127996,Katapult,127996.0,2016,Spring,8,1,0,1,1,1,0,1,0,0,0,0,0,0
Hamster Playground,0.0,1681,88,282544,We Dig Games,282544.0,2024,Summer,0,2,0,0,1,0,1,1,0,0,1,1,0,0
100 Capitalist Cats,0.0,2481,97,266193,100 Cozy Games,448654.3,2024,Winter,0,2,1,1,1,0,1,1,0,1,0,1,1,1
Seek Girl,0.0,4980,79,715892,DSGame,348164.1818181818,2019,Spring,5,4,1,0,1,0,0,1,0,0,0,0,0,0
Virtual Cottage,0.0,9462,98,321204,DU&I,258209.5,2020,Fall,4,3,0,0,1,0,1,1,0,0,0,1,0,0
Worm.is: The Game,0.0,4604,81,927379,Freakinware Studios,1180650.5,2016,Spring,8,4,0,0,1,0,1,0,0,0,0,0,0,0
Spellweaver,0.0,1354,75,145747,Dream Reactor,145747.0,2016,Winter,8,1,0,0,0,0,1,1,1,0,0,0,0,1
BLOCKPOST LEGACY,0.0,16506,75,1768801,Skullcap Studios,1768801.0,2019,Spring,5,4,1,0,0,0,1,1,0,0,0,0,0,0
"Creature Clicker - Capture, Train, Ascend!",0.0,509,49,143775,Phat Phrog Studios,143775.0,2017,Spring,7,1,1,0,1,1,1,1,0,1,0,0,0,0
Prismata,0.0,1176,82,938997,Lunarch Studios,938997.0,2018,Spring,6,4,0,0,0,1,1,1,0,0,0,1,0,1
Soccer Manager 2020,0.0,1547,76,167903,Soccer Manager Ltd,167903.0,2020,Winter,4,2,0,0,0,0,1,0,0,0,0,0,1,0
Banana Shooter,0.0,14452,90,2981481,CodingDaniel,2981481.0,2022,Spring,2,4,1,0,1,0,1,1,0,0,0,0,0,0
Age of Conquest IV,0.0,2637,81,325620,Noble Master LLC,325620.0,2016,Spring,8,3,0,0,0,0,1,1,0,0,0,0,0,1
Cats,0.0,2017,85,1489139,100 Cozy Games,448654.3,2024,Spring,0,4,1,0,1,0,1,1,0,0,0,1,0,0
100 Ninja Cats,0.0,1799,98,116113,100 Cozy Games,448654.3,2024,Winter,0,1,1,1,1,0,1,1,0,1,0,1,1,1
Coloring Game 3,0.0,1461,96,100969,L. Stotch,202050.16666666666,2020,Spring,4,1,0,0,1,0,1,1,0,0,0,0,0,0
Quaver,0.0,14348,92,499908,Swan,499908.0,2022,Summer,2,3,0,0,1,0,1,1,0,0,0,0,0,0
Buriedbornes - Dungeon RPG,0.0,1266,87,103803,Nussygame,103803.0,2022,Winter,2,1,0,0,0,0,1,0,0,1,0,0,0,0
Paper Lily - Chapter 1,0.0,3423,99,105553,Leef 6010,106891.0,2024,Winter,0,1,0,1,0,0,1,1,0,1,0,0,0,0
Crab Game,0.0,151100,92,16291502,Dani,12517929.0,2021,Fall,3,4,1,0,1,0,1,1,0,0,1,0,0,0
Boid,0.0,744,79,187498,tinyBuild,502019.1621621622,2016,Summer,8,2,1,0,1,0,1,1,0,0,0,0,0,1
Wild Terra Online,0.0,1769,61,132726,Juvty Worlds,132726.0,2017,Winter,7,1,1,1,0,0,1,1,1,1,0,0,0,0
Of Guards And Thieves,0.0,4330,85,1019422,"Subvert Games, Polygon Moon",1019422.0,2014,Summer,10,4,1,0,1,1,1,1,1,0,1,0,0,1
CAYNE,0.0,1716,81,133463,THE BROTHERHOOD,133463.0,2017,Winter,7,1,0,1,0,0,1,1,0,0,0,0,0,0
Light Bearers,0.0,1189,89,173609,"FAT BOMB STUDIOS, LLC",173609.0,2018,Fall,6,2,1,0,1,0,1,1,0,0,0,0,0,0
BLOCKADE 3D,0.0,25901,59,2593349,Novalink,1833295.6666666667,2014,Winter,10,4,1,0,0,1,1,0,0,0,0,0,0,0
100 Christmas Cats,0.0,2217,76,579579,100 Cozy Games,448654.3,2023,Winter,1,3,1,1,1,0,1,1,0,1,0,1,1,1
100 Dino Cats,0.0,1218,94,214829,100 Cozy Games,448654.3,2024,Winter,0,2,1,1,1,0,1,1,0,0,0,1,1,1
Bloodline Champions,0.0,1686,85,254129,Stunlock Studios,2891558.5,2011,Fall,13,2,1,0,0,0,1,0,1,0,0,0,0,0
The Lion's Song: Episode 1 - Silence,0.0,2176,93,170252,Mi'pu'mi Games GmbH,170252.0,2016,Summer,8,2,0,1,0,0,0,1,0,0,0,0,0,0
ChilloutVR,0.0,2325,82,171928,Alpha Blend Interactive,171928.0,2021,Winter,3,2,1,0,1,1,1,1,1,1,0,1,0,1
Crystal Clash,0.0,1272,83,126285,Crunchy Leaf Games,145914.5,2022,Winter,2,1,1,0,1,0,1,0,0,0,0,0,0,1
NGU INDUSTRIES,0.0,1542,79,177810,4G,354964.5,2021,Spring,3,2,0,0,0,1,1,1,0,0,0,0,0,0
WooLoop,0.0,2170,91,128186,ToastieLabs,201128.66666666666,2023,Winter,1,1,0,0,1,0,0,1,0,0,0,1,0,0
Project Torque - Free 2 Play MMO Racing Game,0.0,1826,73,248222,JOGARA LTD,248222.0,2019,Winter,5,2,0,0,0,0,1,0,1,0,1,0,0,0
Soviet Jump Game,0.0,1425,83,125634,Game Grumps,190531.0,2020,Summer,4,1,1,0,1,0,1,1,1,0,0,0,0,0
Empires Apart,0.0,2354,69,261228,Slitherine Ltd.,260537.66666666666,2018,Spring,6,2,0,0,0,0,1,0,0,0,0,0,0,1
Zero-K,0.0,3568,94,239276,Zero-K Team,239276.0,2018,Spring,6,2,0,0,0,0,1,1,0,0,0,1,0,1
Guild Quest,0.0,1726,67,382452,Hyper Hippo Games,1546001.5,2017,Winter,7,3,0,0,1,1,1,1,0,1,0,1,0,1
StrangerZ,0.0,3992,42,554646,Lost Frame Development,554646.0,2023,Fall,1,3,1,0,0,0,1,1,0,0,0,1,0,1
Hunger Dungeon,0.0,2288,72,804314,No Stuck Game Studio,804314.0,2016,Winter,8,4,1,1,0,0,1,1,0,1,0,0,0,1
Hide and Shriek,0.0,5112,83,1274527,Funcom,829889.4285714285,2017,Fall,7,4,1,0,0,0,1,0,0,0,0,0,0,0
Disfigure,0.0,3459,97,132469,Cold Brew Entertainment,132469.0,2023,Summer,1,1,1,0,0,0,0,1,0,0,0,0,0,0
Galcon 2: Galactic Conquest,0.0,848,84,156866,"Hassey Enterprises, Inc.",156866.0,2014,Winter,10,1,0,0,0,0,1,1,0,0,0,0,0,1
Deadswitch 3,0.0,2290,75,361835,Wilkin Games,361835.0,2021,Spring,3,3,1,0,1,0,1,1,0,0,0,0,0,1
Zombie Defense,0.0,2096,84,321543,Home Net Games,339596.5,2016,Fall,8,3,1,0,1,0,1,1,0,0,0,0,0,1
Gravewood High,0.0,991,58,397456,HeroCraft PC,367788.3333333333,2023,Spring,1,3,1,1,0,0,0,1,0,0,0,0,0,0
TOXIKK™,0.0,5672,77,994752,Schwiezer System GmbH,994752.0,2016,Fall,8,4,1,0,0,0,1,1,0,0,0,0,0,0
BRINK,0.0,7751,62,1310075,Bethesda Softworks,1513561.1956521738,2011,Spring,13,4,1,0,0,0,1,0,0,0,0,0,0,0
100 Funny Cats,0.0,970,97,125430,100 Cozy Games,448654.3,2024,Spring,0,1,0,1,1,0,1,1,0,0,0,1,0,0
Blockstorm,0.0,6423,80,664413,IndieGala,664413.0,2015,Spring,9,3,1,0,0,0,0,1,0,0,0,0,0,0
BattleRush,0.0,2879,69,469099,TB Games,331410.5,2018,Spring,6,3,1,1,0,0,1,1,1,0,0,0,0,0
Boring Man - Online Tactical Stickman Combat,0.0,5422,88,671475,Spasman Games,671475.0,2015,Winter,9,3,1,0,0,0,1,1,1,0,0,0,0,0
Outcore: Desktop Adventure,0.0,12095,98,423945,Doctor Shinobi,423945.0,2022,Fall,2,3,1,1,0,0,1,1,0,1,0,1,0,0
Hell Wedding 夜嫁,0.0,1154,88,115817,Ggame Studio,115817.0,2020,Summer,4,1,0,0,0,0,0,1,0,0,0,0,0,0
Cave Crawlers,0.0,2126,94,112391,Heroic Pyxel LLC,112391.0,2023,Summer,1,1,1,1,0,1,1,1,0,1,0,0,0,1
Bronzebeard's Tavern,0.0,2548,90,316324,The Mermaid MenZ,316324.0,2023,Fall,1,3,0,0,1,0,1,1,0,0,0,1,0,0
Deducto,0.0,3819,90,768594,Red Fox Studios,768594.0,2022,Winter,2,4,0,0,1,0,1,1,0,0,0,1,0,1
Pineapple on pizza,0.0,22374,98,652324,Majorariatto,484755.5,2023,Spring,1,3,0,0,1,0,1,1,0,0,0,0,0,0
UNBEATABLE [white label],0.0,7945,97,231969,D-CELL GAMES,231969.0,2021,Spring,3,2,1,1,0,0,0,1,0,0,0,0,0,0
RollerCoaster Tycoon® 3: Platinum,0.0,5025,92,789317,"Frontier, Aspyr (Mac)",789317.0,2008,Spring,16,4,0,0,0,0,0,0,0,0,0,1,0,1
Pixel Art Coloring Book,0.0,813,84,118003,Peaksel,139805.0,2021,Spring,3,1,0,0,1,0,1,0,0,0,0,0,0,0
Dirty Bomb®,0.0,57504,81,5446798,Warchest Ltd.,5446798.0,2015,Summer,9,4,1,0,0,0,1,0,0,0,0,0,0,0
Eronoctosis: Put Yourself Together,0.0,1667,93,141892,Dream Toaster Games,141892.0,2021,Fall,3,1,1,1,0,0,1,1,0,0,0,0,0,0
Viridi,0.0,9038,92,724667,Ice Water Games,724667.0,2015,Summer,9,4,0,0,1,0,1,1,0,0,0,1,0,0
Shooty Skies,0.0,1407,92,202899,Mighty Games,202899.0,2018,Spring,6,2,1,0,0,0,1,1,0,0,0,0,0,0
100 Istanbul Cats,0.0,1011,81,247560,100 Cozy Games,448654.3,2024,Spring,0,2,1,0,1,0,1,1,0,1,0,1,0,0
BEACHED,0.0,3216,66,206983,Gradient Studios,206983.0,2021,Summer,3,2,1,1,1,1,0,0,1,0,0,0,0,0
Seduce Me the Otome,0.0,2179,87,115461,Michaela Laws,115461.0,2015,Summer,9,1,0,0,1,0,0,0,0,0,0,1,0,0
Project Kat - Paper Lily Prologue,0.0,4728,99,108229,Leef 6010,106891.0,2021,Fall,3,1,0,1,0,0,1,1,0,1,0,0,0,0
Paunch,0.0,10969,90,928195,Kozhakov,928195.0,2019,Winter,5,4,1,0,0,0,1,1,1,1,0,0,1,0
Istrolid,0.0,2640,87,459428,treeform,459428.0,2016,Spring,8,3,0,0,0,0,1,1,0,0,0,0,0,1
Coloring Game 2,0.0,3397,97,224610,L. Stotch,202050.16666666666,2020,Winter,4,2,0,0,1,0,1,1,0,0,0,0,0,0
Need for Speed: Shift,0.0,2738,78,256854,Electronic Arts,1221779.0483870967,2009,Fall,15,2,0,0,0,0,0,0,0,0,1,0,0,0
Super Bernie World,0.0,3060,79,182160,Kitsune Games,182160.0,2020,Spring,4,2,1,1,0,0,1,1,0,0,0,0,0,0
Strike.is: The Game,0.0,1255,73,359786,Freakinware Limited,359786.0,2016,Summer,8,3,1,0,0,0,1,0,1,0,0,0,0,0
Kidnapped Girl,0.0,6264,86,222847,TroyHolman,222847.0,2020,Summer,4,2,0,1,1,0,1,1,0,0,0,1,0,0
Banana & Cucumber,0.0,1529,73,104207,online99,104207.0,2024,Summer,0,1,0,0,1,0,1,1,0,0,0,0,0,0
Spellsworn,0.0,1432,89,318577,Frogsong Studios,318577.0,2018,Spring,6,3,1,0,0,0,1,1,0,1,0,0,1,1
High Octane Drift,0.0,5956,55,1218531,Cruderocks,1218531.0,2016,Fall,8,4,0,0,0,1,1,0,0,0,1,1,1,0
Nobody - The Turnaround,0.0,13597,61,571331,Thermite Games,571331.0,2022,Fall,2,3,0,0,0,1,0,0,0,0,0,1,0,1
Sheepy: A Short Adventure,0.0,9673,99,355814,MrSuicideSheep,355814.0,2024,Winter,0,3,0,1,1,0,1,1,0,0,0,0,0,0
Prison Life,0.0,2585,81,408609,AO Games,408609.0,2022,Fall,2,3,0,0,1,0,1,1,0,1,0,1,0,1
100 Aliens Cats,0.0,809,94,422967,100 Cozy Games,448654.3,2024,Summer,0,3,1,1,1,0,1,1,0,0,0,0,1,0
REFLEXIA Prototype ver.,0.0,5682,97,172424,Nikita Kryukov,248273.0,2022,Summer,2,2,0,0,1,0,1,1,0,0,0,0,0,0
Pixel Puzzles: UndeadZ,0.0,899,73,439964,Pixel Puzzles,757534.3333333334,2014,Summer,10,3,1,0,1,0,1,1,0,0,0,1,0,1
Juice Galaxy,0.0,4924,99,197674,J4D3D LLC,197674.0,2023,Fall,1,2,0,0,0,1,1,1,0,1,0,0,0,0
Slappyball,0.0,4769,84,401793,Amelore,401793.0,2021,Spring,3,3,0,0,1,1,1,0,0,0,0,0,1,0
Touhou Hero of Ice Fairy: Prologue,0.0,3162,98,159830,GAMEPULSE 游戏脉冲,139196.0,2021,Winter,3,2,1,1,0,0,1,0,0,0,0,0,0,0
NERTS! Online,0.0,1480,95,104453,Zachtronics,197132.0,2021,Winter,3,1,1,0,1,0,1,1,0,0,0,0,0,0
100 Space Cats,0.0,450,66,164067,100 Cozy Games,448654.3,2024,Summer,0,2,1,1,1,0,1,1,0,1,0,1,1,1
Engine Evolution 2022,0.0,1007,75,114011,Petr Šimůnek,114011.0,2023,Winter,1,1,1,0,1,0,1,1,0,0,1,1,1,0
Picross Touch,0.0,1582,94,129250,jgallant,129250.0,2016,Summer,8,1,0,0,1,0,1,1,0,0,0,0,0,1
Cats Hidden in Jingle Jam,0.0,8982,100,274951,Travellin Cats,442185.5,2023,Winter,1,2,0,0,1,0,1,1,0,0,0,0,0,0
